21.25,30.586401,-97.855735,5542
29.833333333333332,30.185298,-97.748647,2484
30.75,30.2416,-97.89409,4454
34.272727272727266,30.185902,-97.750299,2485
43.5,30.257395,-97.710733,3330
46.75,30.242467,-97.896279,4455
49.65079365079365,30.265012,-97.739296,5534
49.87500000000001,30.232959,-97.720095,5079
57.478571428571435,30.279818,-97.709031,5536
65.47368421052633,30.262242,-97.727578,5535
67.0,30.325374,-97.742201,5002
67.5,30.238555,-97.899743,4460
72.85412844036696,30.285327,-97.733028,5174
76.35714285714286,30.2406,-97.89843,4458
77.0,30.288838,-97.734682,2494
80.96296296296295,30.48103,-97.786543,5541
81.42857142857142,30.23772,-97.8929,4482
83.18812709030101,30.289236,-97.735366,5038
83.3904109589041,30.228945,-97.778674,4237
86.37226277372264,30.328601,-97.716203,5537
91.19047619047619,30.230853,-97.728958,5080
92.07882780554291,30.267243,-97.747662,5975
94.80000000000001,30.176222,-97.830985,2666
95.88636363636364,30.237822,-97.863806,5502
102.64705882352942,30.198783,-97.827183,2351
110.2170542635659,30.338448,-97.719656,5538
110.66253869969039,30.279195,-97.727256,3529
110.88059701492539,30.392786,-97.7164,5539
112.66666666666667,30.413599,-97.720831,5577
114.0383211678832,30.316531,-97.72913,4518
116.59174311926607,30.283463,-97.728752,4989
117.66666666666669,30.315894,-97.706435,5284
119.72201257861636,30.194535,-97.778085,4382
121.29646017699115,30.282692,-97.726034,4182
123.66666666666667,30.244251,-97.722126,4281
123.99999999999999,30.284714,-97.730687,3743
125.64076690211907,30.283861,-97.741353,5179
131.53191489361703,30.43999,-97.701734,5540
132.71428571428572,30.222867,-97.842115,5903
133.5263157894737,30.38291,-97.7111,2573
133.60281195079085,30.312711,-97.731308,4515
135.23741648106906,30.289553,-97.739586,5528
135.32432432432432,30.307017,-97.686644,1323
135.6153846153846,30.325594,-97.742036,5006
143.00369685767097,30.280784,-97.725615,4184
146.0,30.298856,-97.641267,5581
154.24113475177307,30.268628,-97.74418,5966
156.33333333333334,30.286032,-97.733433,5379
163.6163723916533,30.305342,-97.717079,3484
164.44444444444443,30.412316,-97.721527,3900
165.7466666666666,30.268793,-97.745075,2649
166.66358024691357,30.213942,-97.850836,5426
172.93548387096774,30.314726,-97.730353,4516
173.0875,30.280667,-97.726905,4185
186.0,30.185065,-97.747219,2503
186.0,30.243157,-97.719174,3959
186.45161290322582,30.308478,-97.728183,4917
197.92857142857144,30.2331,-97.728953,4295
203.17557251908394,30.274868,-97.752211,4087
216.0,30.319961,-97.704051,5970
218.82456140350874,30.304138,-97.717717,4837
223.00000000000003,30.238352,-97.718471,5077
225.33333333333331,30.29876,-97.64462,2287
226.05319148936172,30.245006,-97.729679,5706
227.64835164835156,30.243428,-97.719505,5076
230.8695652173914,30.244391,-97.722075,5075
234.76470588235296,30.244801,-97.729304,5052
234.9565217391304,30.244912,-97.727278,5074
238.16666666666666,30.327914,-97.68894,5287
245.64705882352942,30.249563,-97.859217,5501
247.63157894736844,30.173945,-97.827352,4412
249.32086614173227,30.292003,-97.740219,4096
250.9493857493858,30.285087,-97.732622,5175
256.93297872340423,30.357422,-97.754595,4983
259.11764705882354,30.317706,-97.676062,2297
260.7391304347826,30.307544,-97.726254,4918
263.99999999999994,30.29005,-97.747693,4121
264.4871794871795,30.279398,-97.73105,4021
269.7245179063361,30.253837,-97.698172,843
269.94242803504375,30.290696,-97.744249,4122
274.03281853281857,30.285128,-97.744534,4099
284.1907090464548,30.241894,-97.717489,5065
287.53397129186607,30.285285,-97.746666,4120
287.80519480519484,30.208878,-97.739053,5251
300.29931034482763,30.286465,-97.748053,4979
301.1212121212121,30.235709,-97.718516,5078
304.31298904538346,30.291657,-97.742835,5373
313.85455642727817,30.285363,-97.733502,3750
338.3529411764706,30.289219,-97.735183,5438
341.64407778432536,30.285125,-97.733073,5039
347.3333333333333,30.176005,-97.831107,2663
359.66666666666663,30.24095,-97.89807,4457
360.3157894736842,30.18835,-97.82799,2656
372.4230769230769,30.38059,-97.70824,2536
372.71428571428567,30.24159,-97.894279,4453
372.7479935794543,30.283826,-97.740899,5178
394.13002364066193,30.233631,-97.720092,3526
399.97826086956536,30.186,-97.781105,5314
401.08254716981133,30.287388,-97.782369,3520
411.23767605633805,30.222941,-97.76628,5552
413.14285714285717,30.186118,-97.750754,2502
414.67088607594934,30.180184,-97.760843,2480
417.8181818181818,30.23752,-97.89357,4481
423.82510288065845,30.287732,-97.780403,4838
426.15075376884425,30.232408,-97.717232,4299
432.1957142857143,30.238125,-97.718348,4285
432.73001310616,30.281644,-97.73319,4135
434.85109717868346,30.283303,-97.728685,4593
439.625,30.24236,-97.89614,4456
440.4356435643563,30.234887,-97.71506,4302
442.22972972972974,30.31739,-97.67605,2401
446.9660574412532,30.218597,-97.668542,3244
459.2848751835536,30.288949,-97.783344,4985
464.8125,30.213994,-97.864006,5897
468.62081784386623,30.235821,-97.718624,4286
469.9516747634876,30.237369,-97.7135,3852
489.3703703703705,30.326566,-97.749702,1874
493.7275541795666,30.213391,-97.658875,4329
499.53125000000017,30.19047,-97.82538,2655
502.4272727272727,30.36636,-97.7611,4576
502.5178571428572,30.21218,-97.737113,5254
511.69999999999993,30.18475,-97.83139,2670
516.0,30.292958,-97.631241,5981
518.0897435897436,30.235016,-97.714646,4301
525.2666666666668,30.24477,-97.72713,4280
533.0,30.23565,-97.89875,2618
536.152027027027,30.232153,-97.717055,4300
540.2941176470589,30.219823,-97.858161,5898
559.5625000000001,30.236589,-97.895114,4483
563.8918918918919,30.406022,-97.850793,4601
582.0,30.23715,-97.88631,4477
582.8854166666667,30.200218,-97.876027,5889
585.7333333333333,30.417718,-97.718153,4877
588.7254901960785,30.26908,-97.74609,1966
599.9303944315544,30.351595,-97.756663,3513
623.7142857142858,30.284539,-97.777864,4986
625.8120300751882,30.21187,-97.73713,5253
697.3157894736842,30.290265,-97.695112,1634
709.65625,30.586407,-97.855296,5387
727.5,30.185521,-97.894708,5909
782.4000000000001,30.219895,-97.843893,5900
787.5362318840579,30.25018,-97.86661,5500
804.6818181818182,30.176846,-97.74854,3165
806.3658536585367,30.237788,-97.863322,5503
819.4427480916033,30.267112,-97.74719,5219
843.75,30.23566,-97.855268,2617
849.6813186813187,30.327267,-97.749435,1931
856.4999999999999,30.200512,-97.876375,5890
859.1584158415841,30.33623,-97.67771,2451
883.9814814814815,30.285718,-97.669918,5913
885.9615384615386,30.23638,-97.89517,4484
895.9354838709678,30.265387,-97.74896,5146
